reject,sentence,sentence_original,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index,has_edit
,"What do you say, Brian, huh?","What do you say, Brian, huh?",0.7984311832,,,brian,cornellmov.6.016550,cornellmov.0094903,False
,I mean look at this sweetie.,I mean look at this sweetie.,0.7885978781,,,sweetie,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02473182,False
,"Promo runs until June 15, 2018.","Promo runs until June 15, 2018.",0.8333715506,runs,,june,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04069552,False
,"Keith is calling from Midland, Texas.","Keith is calling from Midland, Texas.",0.8001453851,,,texas,cocaspok1996.6.000049,cocaspok1996.0000823,False
,"The Amish boy saw him, Paul.","The Amish boy saw him, Paul.",0.7842323844,,,amish,cornellmov.6.040795,cornellmov.0251667,False
,My cousin's shaggy eyebrows crept up.,My cousin's shaggy eyebrows crept up.,0.7918546008,,,eyebrows,torontofantasy.6.344974,torontofantasy.4536477,False
,Gail McBride is new Century's principal.,Gail McBride is new Century's principal.,0.7872455199,,,gail,cocaspok1996.6.006791,cocaspok1996.0084587,False
,Even from his wife and son.,Even from his wife and son.,0.7866646384,,,son,torontomyst.6.141544,torontomyst.1834782,False
,"Dear Sandeep, where is the question?","Dear Sandeep, Where is the question?",0.7840451541,,,dear,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02539330,True
,"She's at again, that naughty Madonna.","She's at again, that naughty Madonna.",0.8021603761,,,madonna,cocaspok2012.6.005347,cocaspok2012.066033,False
,"In Germany, a Kleider machen Leute.","In Germany, a Kleider machen Leute.",0.8286839642,,,germany,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03689879,False
,"""He didn't come home,"" Diego said.","He didn't come home,"" Diego said.",0.7928057146,,,diego,torontofantasy.6.358579,torontofantasy.4704225,True
,Looking for fatty acid distillation plants?,Looking for Fatty Acid Distillation Plants?,0.7832669984,,,fatty,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02519976,True
,What's so important in San Francisco?,What's so important in San Francisco?,0.779561623,,important,francisco,cornellmov.6.024948,cornellmov.0149302,False
,"I mean, check back at noon.","I mean, check back at noon.",0.7817877893,,,noon,cocaspok2000.6.007569,cocaspok2000.0119493,False
,"Kendra, Seth, and Dale sat nearby.","Kendra, Seth, and Dale sat nearby.",0.8018988818,,,"seth,dale",torontofantasy.6.322064,torontofantasy.4222171,False
,Where did that other guy go?,Where did that other guy go?,0.7813653996,,,guy,torontomyst.6.019522,torontomyst.275477,False
,One child died Friday in Denver.,One child died Friday in Denver.,0.7981638962,,,denver,wsj.6.000742,wsj.135979,False
,Swine flu strikes cats and ferrets!,Swine Flu Strikes Cats and Ferrets!,0.8196428419,,,flu,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00794177,True
,"I'm Jen, from The Home Depot.","I'm Jen, from The Home Depot.",0.8008607745,,,depot,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00810475,False
,So I'm both Testosterone and Superman.,So I'm Testosterone and Superman both.,0.7838095467,,,superman,cocaspok1997.6.002326,cocaspok1997.0028110,True
,Vermont is really into maple syrup.,Vermont is really into maple syrup.,0.8078034726,,,maple,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01222593,False
,Matt arrived in Waterford on time.,Matt arrived in Waterford on time.,0.7804906929,,,matt,torontoadv.6.016825,torontoadv.297667,False
,Barbara indicated the gleaming silver pots.,Barbara indicated the gleaming silver pots.,0.7824334346,,,barbara,torontofantasy.6.341650,torontofantasy.4499192,False
,"Herbed chevre, pomodoro sauce, basil toast.","Herbed chevre, pomodoro sauce, basil toast.",0.8489700407,,,basil,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04832500,False
,"San Diego, for Jay Leno - hello.","San Diego, for Jay Leno - Hello.",0.8190332571,,,diego,cocaspok1993.6.007893,cocaspok1993.0103918,True
,Chili Palmer showed you my script?,Chili Palmer showed you my script?,0.7842876961,,,chili,cornellmov.6.001788,cornellmov.0009783,False
,"Next stop is Nevada, January 19th.","Next stop is Nevada, January 19th.",0.8095714303,,,nevada,cocaspok2007.6.003257,cocaspok2007.0040158,False
,"Tantalum, Titanium, Hastelloy, Inconel and Monel.","Tantalum, Titanium, Hastelloy, Inconel and Monel.",0.8474480479,,,titanium,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03445225,False
,Meatball joined him at the window.,Meatball joined him at the window.,0.7838949803,,,meatball,torontoadv.6.043193,torontoadv.735534,False
,"Coupon is 5%, payable in yen.","Coupon is 5%, payable in yen.",0.8087381766,,,yen,wsj.6.000746,wsj.136739,False
,Collection of Ford e350 wiring diagram.,Collection of ford e350 wiring diagram.,0.7822323601,,,ford,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04793897,True
,I'm making enchilada pasta for dinner.,I'm making enchilada pasta for dinner.,0.7918538387,,,enchilada,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03512943,False
,"Nope, Skyla isn't here for Chloe.","Nope, Skyla isn't here for Chloe.",0.8006465082,,,chloe,torontofantasy.6.287430,torontofantasy.3745720,False
,The cost doesn't exceed 250 euro.,The cost doesn't exceed 250 euro.,0.7871635871,,,euro,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04971748,False
,This guy really was a Neanderthal.,This guy really was a Neanderthal.,0.7800118797,,,guy,torontomyst.6.006600,torontomyst.94162,False
,Meringue powder is powdered egg whites.,Meringue powder is powdered egg whites.,0.8167396719,,,egg,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01642187,False
,It's already Monday here in Baghdad.,It's already Monday here in Baghdad.,0.7941723093,already,,baghdad,cocaspok2005.6.006268,cocaspok2005.0098452,False
,You working in San Diego now?,You working in San Diego now?,0.7849978701,,,diego,cornellmov.6.002210,cornellmov.0012536,False
,Jasmine coloring pages princess free printable.,Jasmine coloring pages princess free printable.,0.8054185808,free,,jasmine,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03062233,False
,"And maybe Rio, Salvador and Argentina.","And maybe Rio, Salvador and Argentina.",0.8009189356,,,salvador,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04982926,False
,It's a guy in a cage.,It's a guy in a cage.,0.7817775154,,,guy,cornellmov.6.009257,cornellmov.0053031,False
,Mariah Carey's famous honey hue: check.,Mariah Carey's famous honey hue: check.,0.8055936759,,,hue,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03891623,False
,"Roulette, craps or blackjack, your choice.","Roulette, craps or blackjack, your choice.",0.789952501,,,craps,torontomyst.6.003811,torontomyst.56337,False
,"Ella Blue, and your son, Jett.","Ella Blue, and your son, Jett.",0.8090562456,,,son,cocaspok2000.6.005519,cocaspok2000.0092288,False
,"Oh please, Ford, I'll do any.","Oh please, Ford, I'll do any .",0.7861575669,,,ford,cornellmov.6.009389,cornellmov.0053749,True
,"Reply: Dale Worley: ""RE: external error"".","Reply: Dale Worley: ""RE: external error""",0.7878265146,,,dale,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03223743,True
,Summer horsemanship day camps in June!,Summer horsemanship day camps in June!,0.8027268716,,,june,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04570537,False
,Karina swept Emily into her arms.,Karina swept Emily into her arms.,0.7859780541,,,emily,torontofantasy.6.345775,torontofantasy.4545076,False
,"May 31, 2013 June Voting Incentive!","May 31, 2013 June Voting Incentive!",0.8204306171,,,june,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00534294,False
,Top with additional blueberries or blackberries.,Top with additional blueberries or blackberries.,0.7905743246,additional,,blueberries,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01280215,False
,The domme's lips wrinkled in distaste.,The domme's lips wrinkled in distaste.,0.786810788,,,lips,torontofantasy.6.351296,torontofantasy.4617516,False
,McNeal leveled his stare at Emily.,McNeal leveled his stare at Emily.,0.7848975098,,,emily,torontofantasy.6.444028,torontofantasy.5802213,False
,It was on like Donkey Kong.,It was on like Donkey Kong.,0.7860879413,,,kong,torontofantasy.6.231241,torontofantasy.3085860,False
,"These mosquitos are -- well, guinea pigs.","These mosquitos are -- well, guinea pigs.",0.7974729557,,,guinea,cocaspok2004.6.000600,cocaspok2004.0009053,False
,Buy Prevacid Lansoprazole online without prescriptions.,Buy Prevacid Lansoprazole Online Without Prescriptions.,0.8279238868,,,prevacid,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03971004,True
,"But, what about snake tattoo guy?","But, what about snake tattoo guy?",0.7956941811,,,guy,torontofantasy.6.175552,torontofantasy.2376919,False
,"Honey, isn't your friend's name Colleen?","Honey, isn't your friend's name Colleen?",0.8105272129,,,colleen,cornellmov.6.010235,cornellmov.0058359,False
,Michele read the maple writing again.,Michele read the maple writing again.,0.7892547506,,,maple,torontomyst.6.022023,torontomyst.303479,False
,"Coaster II, the maple syrup ship.",Coaster II the maple syrup ship.,0.801431227,,,maple,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04523748,True
,Stir in sauce and chili powder.,Stir in sauce and chili powder.,0.8035896388,,,chili,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01536697,False
,He's kissing her on the lips.,He's kissing her on the lips.,0.7819913146,,,lips,cornellmov.6.036439,cornellmov.0222878,False
,Spread the blueberries over the crust.,Spread the blueberries over the crust.,0.781768389,,,blueberries,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00240921,False
,"Come on, man -- Vietnam ain't Germany.","Come on, man -- Vietnam ain't Germany.",0.7908410404,,,germany,cornellmov.6.022452,cornellmov.0133109,False
,Greybeard raised his eyebrows at this.,Greybeard raised his eyebrows at this.,0.7937549739,raised,,eyebrows,torontoadv.6.035336,torontoadv.599537,False
,CNN's Brian Cabell looks into that.,CNN's Brian Cabell looks into that.,0.7852561158,,,brian,cocaspok2000.6.005171,cocaspok2000.0087935,False
,"Jesus Christ, Pop, let's go home.","Jesus Christ, Pop, let's go home.",0.7899013475,,,christ,cornellmov.6.015873,cornellmov.0090630,False
,"Lieutenant Ilia reporting for duty, sir.","Lieutenant Ilia reporting for duty, sir.",0.7926754128,,,lieutenant,cornellmov.6.013642,cornellmov.0077435,False
,The generals surrendered after Baghdad fell.,The generals surrendered after Baghdad fell.,0.7795635708,,,baghdad,cocaspok2003.6.000074,cocaspok2003.0002157,False
,I'm Matt Lauer in New York.,I'm Matt Lauer in New York.,0.8089036741,,,matt,cocaspok2008.6.004760,cocaspok2008.0058936,False
,Small brains make your balls itch?,Small brains make your balls itch?,0.7872016256,,,balls,cornellmov.6.002914,cornellmov.0016302,False
,"Seth Doane, thank you so much.","Seth Doane, thank you so much.",0.7805722859,,,seth,cocaspok2010.6.011053,cocaspok2010.0143174,False
,Xenoblade Chronicles 2 on Nintendo Switch!,Xenoblade Chronicles 2 on Nintendo Switch!,0.792176221,,,nintendo,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03421638,False
,"Oh dear Lord, it was Cash.","Oh dear Lord, it was Cash.",0.7905305048,,,dear,torontofantasy.6.295020,torontofantasy.3855117,False
,Paul's College Foundation in Hong Kong.,Paul's College Foundation in Hong Kong.,0.8120993061,,,kong,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02756675,False
,"Shh, baby, please do not cry.","Shh, baby, please do no' cry.",0.812164533,,,shh,torontofantasy.6.255667,torontofantasy.3383078,True
,This guy got me mad now.,This guy got me mad now.,0.7825377247,,,guy,torontomyst.6.043435,torontomyst.614987,False
,Are videos downloadable from video egg?,Are videos downloadable from video egg?,0.8107594022,,,egg,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00435315,False
,Texas went solidly for the Reverend.,Texas went solidly for the Reverend.,0.7852889994,,,texas,torontofantasy.6.088559,torontofantasy.1312641,False
,The place where Superman comes from?,The place where Superman comes from?,0.7851678101,,,superman,cornellmov.6.038370,cornellmov.0235326,False
,"Valuation question: Harper Rookie ""Hit Balls"".","Valuation Question: Harper Rookie ""Hit Balls""",0.7860391146,,,balls,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03197546,True
,In China Avalokiteshvara becomes Kuan Yin.,In China Avalokiteshvara becomes Kuan Yin.,0.804226622,,,yin,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03639013,False
,It was sexy as all hell.,It was sexy as all hell.,0.7807756815,,,sexy,torontomyst.6.111309,torontomyst.1472319,False
,Miss Matilda for the new challenge!,Miss Matilda for the new challenge!,0.7853632721,,,matilda,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02602710,False
,Add the olive oil and garlic.,Add the olive oil and garlic.,0.7917995562,,,olive,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02622507,False
,Elvis looked at her in bemusement..,Elvis looked at her in bemusement..,0.7898651153,,,elvis,torontofantasy.6.013918,torontofantasy.201602,False
,Like... a cute succubus for example.,Like... a cute succubus for example.,0.7880905954,,,cute,torontofantasy.6.455755,torontofantasy.5919837,False
,SAGE Mobile 8.0 is available now.,SAGE Mobile 8.0 is available now.,0.7869019322,,,sage,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04022642,False
,Val waved goodbye to his friend.,Val waved goodbye to his friend.,0.7800670777,waved,,goodbye,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01460549,False
,Dionysius in the 1913 Catholic Encyclopedia.,Dionysius in the 1913 Catholic Encyclopedia.,0.8341525686,,,encyclopedia,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04790457,False
,He did it back in Illinois.,He did it back in Illinois.,0.79283752,,,illinois,cocaspok2010.6.008823,cocaspok2010.0115208,False
,"In June, Bill moved back home.","In June, Bill moved back home.",0.8061273677,,,june,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04104984,False
,Seth Doane now reports from Kabul.,Seth Doane now reports from Kabul.,0.8149691136,,,seth,cocaspok2011.6.005920,cocaspok2011.0074448,False
,My nephew Matt Klam took me.,My nephew Matt Klam took me.,0.7949343846,,,matt,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00457327,False
,"Aw, c'mon -- anybody can get hungry.","Aw, c'mon -- anybody can get hungry.",0.7967699333,,,aw,cornellmov.6.013913,cornellmov.0079111,False
,Keith Jones lost his son Gordon.,Keith Jones lost his son Gordon.,0.8010103444,,gordon,son,cocaspok2010.6.004448,cocaspok2010.0057150,False
,"The Nite Owl was solved, Lieutenant.","The Nite Owl was solved, Lieutenant.",0.7916513088,,,lieutenant,cornellmov.6.008802,cornellmov.0050470,False
,"But don't think it's over, Abby.","But don't think it's over, Abby.",0.7899397524,,,abby,torontomyst.6.162978,torontomyst.2102849,False
,"Beast restaurant, london havwoods wood flooring.","Beast restaurant, london havwoods wood flooring.",0.7841075635,,,london,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00037230,False
,The guy spelled sex and danger.,The guy spelled sex and danger.,0.7893971826,,,guy,torontofantasy.6.442605,torontofantasy.5790862,False
,Doc and Meatball yawned in chorus.,Doc and Meatball yawned in chorus.,0.8192839804,,,meatball,torontoadv.6.043167,torontoadv.735224,False
,The young girl was so cute.,The young girl was so cute.,0.7798480131,,,cute,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01967720,False
,The whole enchilada in one shot.,The whole enchilada in one shot.,0.7835005734,,,enchilada,cornellmov.6.039924,cornellmov.0245796,False
,Bobby Peru probably killed the most.,Bobby Peru prob'ly killed the most.,0.7835503883,,,peru,cornellmov.6.025802,cornellmov.0154663,True
,Then Goddard looked apologetically at Emily.,Then Goddard looked apologetically at Emily.,0.7845989855,,,emily,torontomyst.6.081476,torontomyst.1103354,False
,Matt looked at the blue vase.,Matt looked at the blue vase.,0.7817428785,,,matt,torontoadv.6.023903,torontoadv.422854,False
,My pineapple coconut martini was delicious!!!,My Pineapple Coconut Martini was DELICIOUS!!!,0.8010599516,,,pineapple,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01806417,True
,"Well, obviously, in Argentina, Diego Miradona.","Well, obviously, in Argentina, Diego Miradona.",0.7936249912,,,diego,cocaspok1990.6.006435,cocaspok1990.0113767,False
,"Dear Governor Bevin, I'm Audra Baker.","Dear Governor Bevin, I'm Audra Baker.",0.8113696545,,,dear,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01012992,False
,"You just go like this, dear.","You just go like this, dear.",0.7819066439,,,dear,cocaspok2005.6.003077,cocaspok2005.0051080,False
,"Colleen: My gosh, a GCU sweatshirt!","Colleen: My gosh, a GCU sweatshirt!",0.8117489092,,,colleen,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03609987,False
,"Jesus Christ, where'd that come from?","Jesus Christ, where'd that come from?",0.7818337785,,,christ,cornellmov.6.023594,cornellmov.0140450,False
,Seth leaned in closer to Jay.,Seth leaned in closer to Jay.,0.7808614756,,,seth,torontomyst.6.014313,torontomyst.207327,False
,"Pearlson said, staring up at Matt.","Pearlson said, staring up at Matt.",0.7849614835,,staring,matt,torontomyst.6.124501,torontomyst.1633487,False
,The contest ends on September 14th!,The contest ends on September 14th!,0.7912985233,,,september,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00128708,False
,"Jung, do you know Diego Delgado?","Jung, do you know Diego Delgado?",0.7967735611,,,diego,cornellmov.6.027699,cornellmov.0166952,False
,Kate and Jo said in unison.,Kate and Jo said in unison.,0.7981115766,,,jo,torontomyst.6.014153,torontomyst.205248,False
,Macbook Pro repair in Niagara region.,Macbook Pro Repair in Niagara region.,0.7951062568,,,niagara,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01416615,True
,"Anyway, this guy didn't look nice.","Anyway, this guy didn't look nice.",0.7896434587,,,guy,torontoadv.6.040372,torontoadv.688289,False
,"Don't live near Lake Villa, Illinois?","Don't live near Lake Villa, Illinois?",0.8028568932,,,illinois,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02983475,False
,"He was born near Harrisburg, Pennsylvania.","He was born near Harrisburg, Pennsylvania.",0.8081392643,,,pennsylvania,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03499121,False
,Jocelyn fingers and nods at Chloe.,Jocelyn fingers and nods at Chloe.,0.7979122219,,,chloe,torontomyst.6.044918,torontomyst.632546,False
,Remember your first Easter Egg hunt?,Remember your first Easter Egg hunt?,0.7846881748,,,egg,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04753546,False
,"September 26, 2016 in Market Commentary.","September 26, 2016 in Market Commentary.",0.8398387752,,,september,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01128939,False
,Reboot into your fresh pi install.,Reboot into your fresh pi install.,0.7811757266,,,pi,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01979276,False
,A mist rose from his lips.,A mist rose from his lips.,0.786947008,,,lips,torontofantasy.6.069214,torontofantasy.1016291,False
,"Hush, Claudia, hush now my dear.","Hush, Claudia, hush now my dear .",0.8207113657,,claudia,dear,cornellmov.6.010367,cornellmov.0059033,True
,And below the Cuckoo Flower watercolor.,And below the Cuckoo Flower watercolor.,0.7960209161,,,cuckoo,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02900126,False
,"Dreamed in Italy, Made in D.C.","Dreamed in Italy, Made in D.C.",0.8062549254,,,italy,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03243556,False
,Our patio overlooks the Yellowstone river.,Our patio overlooks the Yellowstone river.,0.7799478424,,,yellowstone,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04318372,False
,Tokyo looks away from the reality.,"""Tokyo looks away from the reality.""",0.7797982151,,,tokyo,wsj.6.000211,wsj.038825,True
,Hemangeol will be available June 2014.,Hemangeol will be available June 2014.,0.7949977211,,,june,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00916530,False
,Was he bruised in Santa Barbara?,Was he bruised in Santa Barbara?,0.78282552,,,barbara,cocaspok2003.6.004270,cocaspok2003.0067987,False
,"Gator category: microphone, wireless system cases.","Gator Category: Microphone, Wireless System Cases.",0.7870829335,,,gator,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03959702,True
,Black nail polish and guy liner.,Black nail polish and guy liner.,0.7931287247,,,guy,cocaspok2009.6.005455,cocaspok2009.0069713,False
,Mr. Bundy growled from the cockpit.,Mr. Bundy growled from the cockpit.,0.8039337379,,,bundy,torontomyst.6.048795,torontomyst.683230,False
,Guy cracks walnuts with his asshole.,Guy cracks walnuts with his asshole.,0.7940261325,,,guy,cornellmov.6.010927,cornellmov.0061931,False
,I am located in Winnemucca Nevada.,I am located in Winnemucca Nevada.,0.8129053338,,,nevada,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00904435,False
,That's especially true at the IMF.,That's especially true at the IMF.,0.7799106974,,,TRUE,wsj.6.002103,wsj.381096,False
,Red dyed mirror in curly maple.,Red dyed mirror in curly maple.,0.8152656729,,,maple,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00640462,False
